Type,License No,Business Name,Address,City,State,Zip,Issued or Renewed Date,Expiration Date,County
PCM,31163,LOST RIVER FIRE MANAGEMENT SERVICE INC.,PO BOX 933,MERRILL,OR,97633,1/1/2015,12/31/2016,OUT OF STATE
PCM,31164,CORKY'S PEST CONTROL INC.,909 RANCHEROS  DR,SAN MARCOS,CA,92069,1/1/2015,12/31/2016,SAN DIEGO
PCM,31165,CORKY'S PEST CONTROL CONTRA COSTA,PO BOX 1519,LAFAYETTE,CA,94521,7/2/2015,12/31/2016,CONTRA COSTA
PCM,31171,HEIN RANCH COMPANY,27210 ROAD 108,VISALIA,CA,93277,1/1/2015,12/31/2016,TULARE
PCM,31173,THE CNTR FOR SOCIAL & ENVIRONMENTAL STEWARDSHIP,9619 OLD REDWOOD HWY,WINDSOR,CA,95492,1/1/2016,12/31/2017,SONOMA
PCM,31175,BUTTE COUNTY RICE GROWERS ASSOC.,PO BOX 128,RICHVALE,CA,95974,1/1/2015,12/31/2016,BUTTE
PCM,31176,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93206,1/1/2015,12/31/2016,KERN
PCB,31177,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93206,1/1/2015,12/31/2016,KERN
PCB,31178,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93331,1/1/2015,12/31/2016,KERN
PCB,31179,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93215,1/1/2015,12/31/2016,KERN
PCB,31180,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93212,1/1/2015,12/31/2016,KINGS
PCB,31181,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93444,1/1/2015,12/31/2016,SAN LUIS OBISPO
PCB,31182,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93446,1/1/2015,12/31/2016,SAN LUIS OBISPO
PCB,31183,BUTTONWILLOW WAREHOUSE COMPANY,PO BOX 98,BUTTONWILLOW,CA,93227,1/1/2015,12/31/2016,TULARE
PCM,31185,TURF PRO,9530 ELDER CREEK RD,SACRAMENTO,CA,95829,1/1/2016,12/31/2017,SACRAMENTO
PCM,31188,CHIEF STEWART'S PEST CONTROL,139 SANTIAGO AVE,REDWOOD CITY,CA,94061,1/1/2015,12/31/2016,SAN MATEO
PCM,31190,CHRIST LANDSCAPING/MAINTENANCE,1330 CALIFORNIA ST,BERKELEY,CA,94703,1/1/2015,12/31/2016,ALAMEDA
PCM,31192,PRO-PEST INCORPORATED,12055 1/2 BURBANK BL,NORTH HOLLYWOOD,CA,91602,1/1/2016,12/31/2017,LOS ANGELES
PCM,31193,CITRI CARE INC.,43294 ROAD 120,OROSI,CA,93647,1/1/2015,12/31/2016,TULARE
PCM,31196,MINGUS PEST CONTROL,PO BOX 151,GILROY,CA,95020,1/1/2016,12/31/2017,SANTA CLARA
PCM,31199,ENZENAUER VINEYARD MANAGEMENT INC.,PO BOX 1776,HEALDSBURG,CA,95441,1/1/2015,12/31/2016,NAPA
PCM,31200,CLARK PEST CONTROL INC.,PO BOX 2466,BAKERSFIELD,CA,93303,1/1/2015,12/31/2016,KERN
PCB,31201,CLARK PEST CONTROL INC.,PO BOX 2466,BAKERSFIELD,CA,93304,1/1/2015,12/31/2016,KERN
PCB,31202,CLARK PEST CONTROL INC.,PO BOX 2466,BAKERSFIELD,CA,93534,1/1/2015,12/31/2016,LOS ANGELES
PCB,31203,CLARK PEST CONTROL INC.,PO BOX 2466,BAKERSFIELD,CA,93292,1/1/2015,12/31/2016,TULARE
PCB,31204,CLARK PEST CONTROL INC.,PO BOX 2466,BAKERSFIELD,CA,93702,1/1/2015,12/31/2016,FRESNO
PCB,31205,CLARK PEST CONTROL INC.,PO BOX 2466,BAKERSFIELD,CA,91351,1/1/2015,12/31/2016,LOS ANGELES
PCM,31206,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95240,1/1/2015,12/31/2016,SAN JOAQUIN
PCB,31207,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95358,1/1/2015,12/31/2016,STANISLAUS
PCB,31208,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,94520-1215,1/1/2015,12/31/2016,CONTRA COSTA
PCB,31209,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95370,1/1/2015,12/31/2016,TUOLUMNE
PCB,31210,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95838,1/1/2015,12/31/2016,SACRAMENTO
PCB,31211,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95688,1/1/2015,12/31/2016,SOLANO
PCB,31212,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,94550,1/1/2015,12/31/2016,ALAMEDA
PCB,31213,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95991,1/1/2015,12/31/2016,SUTTER
PCB,31214,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95742,1/1/2015,12/31/2016,SACRAMENTO
PCB,31215,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95403,1/1/2015,12/31/2016,SONOMA
PCB,31217,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95035,1/1/2015,12/31/2016,SANTA CLARA
PCB,31218,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,94002,1/1/2015,12/31/2016,SAN MATEO
PCB,31219,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,93907,1/1/2015,12/31/2016,MONTEREY
PCB,31220,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,96003,1/1/2015,12/31/2016,SHASTA
PCB,31221,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95926,1/1/2015,12/31/2016,BUTTE
PCB,31222,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,93455,1/1/2015,12/31/2016,SANTA BARBARA
PCB,31223,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,91320,1/1/2015,12/31/2016,VENTURA
PCB,31224,CLARK PEST CONTROL OF STOCKTON INC,555 N GUILD AVE,LODI,CA,95602,1/1/2015,12/31/2016,PLACER
PCM,31227,NORD COAST VINEYARD SERVICE INC.,1326 HILLVIEW LN,NAPA,CA,94558,1/13/2016,12/31/2017,NAPA
PCM,31228,FOUR SEASONS VINEYARDS INC.,PO BOX 1089,GEYSERVILLE,CA,95441,1/1/2015,12/31/2016,SONOMA
PCM,31230,BERGMAN ROBERT FARMS,18019 WASCO AVE N,SHAFTER,CA,93263,1/1/2015,12/31/2016,KERN
PCM,31231,PACIFIC AGRICULTURAL RESEARCH CORP,1840 BIDDLE RANCH RD,SAN LUIS OBISPO,CA,93420,1/1/2016,12/31/2017,SAN LUIS OBISPO
PCM,31233,EGGEN WEED CONTROL INC.,7619 E GREENWAY RD,SCOTTSDALE,AZ,85260,1/1/2015,12/31/2016,OUT OF STATE
PCM,31234,COULSON PEST CONTROL SERVICE,PO BOX 3328,NAPA,CA,94558,1/1/2015,12/31/2016,NAPA
PCM,31236,THIEL AIR CARE INC,PO BOX 605,CHOWCHILLA,CA,93610,1/1/2016,12/31/2017,MADERA
PCM,31238,COUNTY LINE WAREHOUSE INC.,PO BOX 175,DUNNIGAN,CA,95937,1/1/2015,12/31/2016,YOLO
PCM,31241,SANTA BARBARA PEST CONTROL,211 W MISSION ST,SANTA BARBARA,CA,93109,1/1/2016,12/31/2017,SANTA BARBARA
PCM,31242,CRANE PEST CONTROL,2700 GEARY BLVD,SAN FRANCISCO,CA,94118,1/1/2015,12/31/2016,SAN FRANCISCO
PCM,31244,VINO FARMS LLC,1377 E LODI AVE,LODI,CA,95240,1/1/2016,12/31/2017,SAN JOAQUIN
PCB,31245,VINO FARMS LLC,1377 E LODI AVE,LODI,CA,95240,1/1/2016,12/31/2017,SAN JOAQUIN
PCB,31246,VINO FARMS LLC,1377 E LODI AVE,LODI,CA,93440,1/1/2016,12/31/2017,SANTA BARBARA
PCM,31247,LAWN SOLUTIONS,PO BOX 808,PALO CEDRO,CA,96002,1/9/2015,12/31/2016,SHASTA
PCM,31249,CROP MANAGEMENT COMPANY INC.,33523 POND RD,DELANO,CA,93215,1/1/2015,12/31/2016,KERN
PCM,31256,TAMURA FARMS,788 W ARMSTRONG,LODI,CA,95242,1/1/2016,12/31/2017,SAN JOAQUIN
PCM,31258,PESTMASTER SERVICES OF NORTHERN SAN DIEGO COUNTY,751 W 4TH AVE,ESCONDIDO,CA,92025,1/13/2016,12/31/2017,SAN DIEGO
PCM,31259,CORREIA STEVE,1434 N WEST,TULARE,CA,93274,1/1/2015,12/31/2016,TULARE
PCM,31260,D & D INC.,PO BOX 1412,PATTERSON,CA,95387,1/1/2015,12/31/2016,STANISLAUS
PCM,31261,D & D PEST CONTROL INC.,1825 E 21ST ST,MERCED,CA,95340,1/1/2015,12/31/2016,MERCED
PCM,31262,D & M SPRAYERS,2331 GIRARD STE A,DELANO,CA,93215,1/1/2015,12/31/2016,KERN
PCM,31263,P & M PEST CONTROL,PO BOX 2944,LAGUNA HILLS,CA,92691,1/1/2016,12/31/2017,ORANGE
PCM,31264,A & A DASSO FARMS,4302 N BEECHER RD,STOCKTON,CA,95215,1/1/2015,12/31/2016,SAN JOAQUIN
PCM,31268,DAVEY TREE SURGERY COMPANY,PO BOX 5015,LIVERMORE,CA,94551,1/1/2015,12/31/2016,ALAMEDA
PCB,31269,DAVEY TREE SURGERY COMPANY,PO BOX 5015,LIVERMORE,CA,94901,1/1/2015,12/31/2016,MARIN
PCB,31270,DAVEY TREE SURGERY COMPANY,PO BOX 5015,LIVERMORE,CA,92029,1/1/2015,12/31/2016,SAN DIEGO
PCB,31271,DAVEY TREE SURGERY COMPANY,PO BOX 5015,LIVERMORE,CA,95492,1/1/2015,12/31/2016,SONOMA
PCM,31272,CRYSTAL SPRINGS LANDSCAPE COMPANY,426 PERRYMONT AVE,SAN JOSE,CA,95125,1/1/2015,12/31/2016,SANTA CLARA
PCM,31274,EXECUTIVE LANDSCAPE INC.,PO BOX 1075,FALLBROOK,CA,92028,1/1/2015,12/31/2016,SAN DIEGO
PCM,31277,CARVALHO NINO AG SPRAYING,7696 S JAMES RD,TRANQUILLITY,CA,93668,1/1/2015,12/31/2016,FRESNO
PCM,31278,KEN FUSON PEST MANAGEMENT SERVICE,111 ELM ST,MENLO PARK,CA,94025,1/1/2015,12/31/2016,SAN MATEO
PCM,31279,ZEBRA PEST CONTROL,3016 CALLE DE LA MESA,PLEASANTON,CA,95366,3/1/2016,12/31/2017,ALAMEDA
PCM,31280,WILDLIFE PEST MANAGEMENT,8646 54TH ST,RIVERSIDE,CA,92509,1/1/2016,12/31/2017,RIVERSIDE
PCM,31283,TWIN CITIES PEST CONTROL INC.,463 TRINITY AVE,YUBA CITY,CA,95991,1/1/2016,12/31/2017,SUTTER
PCM,31285,DE VRIES JOHN DAIRY FLY CONTROL,1511 W EUCALYPTUS CT,ONTARIO,CA,91762,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,31286,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,90004,1/1/2015,12/31/2016,LOS ANGELES
PCB,31287,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,92109,1/1/2015,12/31/2016,SAN DIEGO
PCB,31288,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,95351,1/6/2015,12/31/2016,STANISLAUS
PCB,31289,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,92307,1/1/2015,12/31/2016,SAN BERNARDINO
PCB,31290,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,91402,1/1/2015,12/31/2016,LOS ANGELES
PCB,31291,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,92276,1/1/2015,12/31/2016,RIVERSIDE
PCB,31292,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,95133,1/1/2015,12/31/2016,SANTA CLARA
PCB,31293,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,92802,1/1/2015,12/31/2016,ORANGE
PCB,31294,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,92069,1/1/2015,12/31/2016,SAN DIEGO
PCB,31295,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,93301,1/1/2015,12/31/2016,KERN
PCB,31296,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,90404,1/6/2015,12/31/2016,LOS ANGELES
PCB,31297,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,90040,1/1/2015,12/31/2016,LOS ANGELES
PCB,31298,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,90745,1/1/2015,12/31/2016,LOS ANGELES
PCB,31300,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,91505,1/1/2015,12/31/2016,LOS ANGELES
PCB,31301,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,92021,1/1/2015,12/31/2016,SAN DIEGO
PCB,31303,DEWEY PEST CONTROL,3701 BEVERLY BLVD,LOS ANGELES,CA,90805,1/1/2015,12/31/2016,LOS ANGELES
PCB,31304,DEWEY PEST CONTROL,3701 BEVERLY BLVD,LOS ANGELES,CA,93030,1/1/2015,12/31/2016,VENTURA
PCB,31305,DEWEY PEST CONTROL,3701 BEVERLY BLVD,LOS ANGELES,CA,91786,1/1/2015,12/31/2016,SAN BERNARDINO
PCB,31306,DEWEY PEST CONTROL,3701 BEVERLY BLVD,LOS ANGELES,CA,94124,1/1/2015,12/31/2016,SAN FRANCISCO
PCB,31309,DEWEY PEST CONTROL,3701 BEVERLY BLVD,LOS ANGELES,CA,92324,1/1/2015,12/31/2016,SAN BERNARDINO
PCB,31311,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,90043,1/1/2015,12/31/2016,LOS ANGELES
PCB,31313,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,92688,1/1/2015,12/31/2016,ORANGE
PCB,31314,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,91351,1/1/2015,12/31/2016,LOS ANGELES
PCB,31315,DEWEY PEST CONTROL,939 E UNION ST,PASADENA,CA,95965,1/1/2015,12/31/2016,BUTTE
PCM,31320,DIEDRICH AG SPRAY INC.,PO BOX 567,FIREBAUGH,CA,93622,1/1/2015,12/31/2016,FRESNO
PCM,31321,SPECTRUM CARE LANDSCAPE/IRRIGATION,23282 DEL LAGO DR,LAGUNA HILLS,CA,92653,1/1/2016,12/31/2017,ORANGE
PCM,31322,KRACKER JACK AVIATION,PO BOX 898,HAMILTON CITY,CA,95951,1/1/2015,12/31/2016,GLENN
PCM,31323,DOLEZAL LEON F.,1590 CORDILLERAS  RD,REDWOOD CITY,CA,94062,1/1/2015,12/31/2016,SAN MATEO
PCM,31324,GOLD N KOI,PO BOX 1026,LA HABRA,CA,90631,1/1/2015,12/31/2016,ORANGE
PCM,31325,HOUGELMAN JIM,23785 EL TORO RD #224,LAKE FOREST,CA,92630,1/1/2015,12/31/2016,ORANGE
PCM,31331,DOYEL EDWARD G,26200 AVE 88,TERRA BELLA,CA,93270,1/1/2015,12/31/2016,TULARE
PCM,31332,NATURWORKS PEST CONTROL,PO BOX 2457,SAN RAFAEL,CA,94952,3/2/2016,12/31/2017,MARIN
PCM,31333,AQUA-SERV ENGINEERSINC.,13560 COLOMBARD CT,FONTANA,CA,92337,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,31337,DUTRA MARTIN J,4425 FLINT AVE,HANFORD,CA,93230,1/1/2015,12/31/2016,KINGS
PCM,31338,LLOYD VINEYARD MANAGEMENT,PO BOX 1048,GEYSERVILLE,CA,95425,1/1/2015,12/31/2016,SONOMA
PCM,31347,EVERGREEN SPRAY SERVICE INC,PO BOX 12650,PRESCOTT,AZ,86304,1/1/2015,12/31/2016,OUT OF STATE
PCM,31348,ANIMAL AND WEED MANAGEMENT,224 E FLORAL AVE,ARCADIA,CA,91006,1/1/2015,12/31/2016,LOS ANGELES
PCM,31349,VINEYARD PROFFESSIONAL SERVICE INC.,PO BOX 1360,TEMPLETON,CA,93446,12/31/2015,12/31/2017,SAN LUIS OBISPO
PCM,31351,BROMA APPLICATORS LLC,332 W J ST,BRAWLEY,CA,92227,1/1/2015,12/31/2016,IMPERIAL
PCM,31354,EMPIRE PEST CONTROL,PO BOX 2805,PETALUMA,CA,94954,1/1/2015,12/31/2016,SONOMA
PCM,31356,MICHAEL WOLF VINEYARD SERVICES INC.,PO BOX 3540,YOUNTVILLE,CA,94558,1/1/2016,12/31/2017,NAPA
PCM,31357,END-A-PEST EXTERMINATORS,15194 VICTORY  WAY,SONORA,CA,95370,1/1/2015,12/31/2016,TUOLUMNE
PCM,31360,NEW CENTURY PEST CONTROL,PO BOX 1866,ONTARIO,CA,91762,1/1/2016,12/31/2017,SAN BERNARDINO
PCM,31361,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,91302,1/1/2016,12/31/2016,LOS ANGELES
PCB,31362,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,95133,1/1/2016,12/31/2016,SANTA CLARA
PCB,31364,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,92121,1/1/2016,12/31/2016,SAN DIEGO
PCB,31366,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,92335,1/1/2016,12/31/2016,RIVERSIDE
PCB,31367,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,94588,1/1/2016,12/31/2016,ALAMEDA
PCB,31368,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,92704,1/1/2016,12/31/2016,ORANGE
PCB,31369,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,95826,1/13/2016,12/31/2016,SACRAMENTO
PCB,31371,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,90745,1/13/2016,12/31/2016,LOS ANGELES
PCB,31372,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,94025,1/1/2016,12/31/2016,SAN MATEO
PCB,31374,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,94553,1/1/2016,12/31/2016,CONTRA COSTA
PCB,31377,BRIGHTVIEW LANDSCAPE SERVICES INC,24151 VENTURA BLVD,CALABASAS,CA,91340,1/13/2016,12/31/2016,LOS ANGELES
PCM,31378,LANDSCAPE WEED & PEST CONTROL,2604 RIESLING WAY,RANCHO CORDOVA,CA,95670,1/1/2015,12/31/2016,SACRAMENTO
PCM,31380,GROUNDS KEEPER,PO BOX 2905,MCKINLEYVILLE,CA,95519,1/1/2015,12/31/2016,HUMBOLDT
PCM,31383,ESTATE CARE PEST CONTROL,18778 BAINBURY ST,CANYON COUNTRY,CA,91351,1/1/2015,12/31/2016,LOS ANGELES
PCM,31384,THE NOBLE WAY PEST CONTROL,5757 AUBURN BLVD,SACRAMENTO,CA,95841,1/1/2016,12/31/2017,SACRAMENTO
PCM,31385,PONDEROSA PEST AND WEED CONTROL,PO BOX 3550,PARADISE,CA,95969,1/1/2016,12/31/2017,BUTTE
PCM,31389,SPRAY CO. LLC,PO BOX 7090,VISALIA,CA,93250,1/1/2016,12/31/2017,KERN
PCM,31390,EXPERIENCED CARE INC.,4350 S COVE,REEDLEY,CA,93654,1/1/2015,12/31/2016,FRESNO
PCM,31393,FLY GUARD SYSTEMS INC.,PO BOX 487,LEBANON,OR,97355,1/1/2015,12/31/2016,OUT OF STATE
PCM,31394,PRO LAWN TURF CARE SERVICES,843 S MC GLINCY LN,CAMPBELL,CA,95008,1/13/2016,12/31/2017,SANTA CLARA
PCM,31396,FARM AIR FLYING SERVICE INC.,4425 W RIEGO RD,SACRAMENTO,CA,95837,3/27/2015,12/31/2016,SACRAMENTO
PCM,31397,STRAWBERRY MANAGEMENT COMPANY,530 STRAWBERRY LANE,SAN JOSE,CA,95129,1/1/2016,12/31/2017,SANTA CLARA
PCM,31398,INDUSTRIAL WEED CONTROL SERVICE,12724 HAGEMAN RD,BAKERSFIELD,CA,93312,1/1/2015,12/31/2016,KERN
PCM,31399,PACIFIC RESTORATION GROUP INC.,PO BOX 429,PERRIS,CA,92570,2/11/2016,12/31/2017,RIVERSIDE
PCM,31402,CHRIS' AGRICULTURAL PEST CONTROL,PO BOX 1573,FALLBROOK,CA,92028,1/1/2015,12/31/2016,SAN DIEGO
PCM,31405,COMPLETE LANDSCAPE CAREINC.,13316 LEFFINGWELL RD,WHITTIER,CA,90605,1/1/2015,12/31/2016,LOS ANGELES
PCM,31408,AGRI-TECT,2458 WESTVALE  CT,SANTA ROSA,CA,95403,1/23/2015,12/31/2016,SONOMA
PCM,31409,CARTER'S PEST CONTROL,268 GRANITE ST,SIMI VALLEY,CA,93065,2/17/2015,12/31/2016,VENTURA
PCM,31410,INDUSTRIAL VENTILATION INC.,723 E KARCHER RD,NAMPA,ID,83687,1/1/2015,12/31/2016,OUT OF STATE
PCM,31415,CLEAN LAKES INC.,PO BOX 3186,MARTINEZ,CA,94553,1/1/2015,12/31/2016,CONTRA COSTA
PCM,31419,SEA CREST LANDSCAPE MAINTENANCE,2321 E. 4TH ST. #C604,SANTA ANA,CA,92705,3/15/2016,12/31/2017,SAN DIEGO
PCM,31420,FORSSTROM VINEYARDS,4495 N FLOYD AVE,FRESNO,CA,93722,1/1/2015,12/31/2016,FRESNO
PCM,31423,SUN PACIFIC FARMING COMPANY,PO BOX 217,EXETER,CA,93221,1/1/2016,12/31/2017,TULARE
PCB,31424,SUN PACIFIC FARMING COMPANY,PO BOX 217,EXETER,CA,93308,1/1/2016,12/31/2017,KERN
PCM,31425,LOUMUND PEST CONTROL LANDSCAPE MANAGEMENT,PO BOX 755,PARADISE,CA,95969,1/1/2015,12/31/2016,BUTTE
PCM,31426,FOUR SEASONS TREE SPECIALISTS,43-684 MALTA CIR,PALM DESERT,CA,93021,1/1/2015,12/31/2016,VENTURA
PCM,31428,NOR CAL VEGETATION MANAGEMENT,PO BOX 153,ROUND MOUNTAIN,CA,96084,1/1/2016,12/31/2017,SHASTA
PCM,31435,WAUKENA FLYING SERVICE,2860 WAUKENA DR,TULARE,CA,93274,1/1/2016,12/31/2017,TULARE
PCM,31439,CARE PEST SOLUTIONS,PO BOX 2887,LANCASTER,CA,93535,1/1/2015,12/31/2016,LOS ANGELES
PCM,31440,FRONTIER AGRICULTURAL SERVICE INC.,PO BOX 1768,CALEXICO,CA,92231,1/1/2015,12/31/2016,IMPERIAL
PCM,31445,CHARLES GLASER PEST CONTROL,PO BOX 643,DIXON,CA,96080,1/1/2015,12/31/2016,TEHAMA
PCM,31446,RIOS FARMING COMPANY,PO BOX 413,OAKVILLE,CA,94574,1/1/2016,12/31/2017,NAPA
PCM,31447,CALDWELL'S G&B PEST CONTROL,1134 RICKENBACKER ST,SAN JOSE,CA,95128,1/1/2015,12/31/2016,SANTA CLARA
PCM,31448,DRAKE VEGETATION MANAGEMENT INC,PO BOX 2285,COTTONWOOD,CA,96022,1/1/2015,12/31/2016,SHASTA
PCM,31452,LANDSCAPE MANAGEMENT,1071 NORTH 13TH ST,SAN JOSE,CA,95112,2/25/2015,12/31/2016,SANTA CLARA
PCM,31454,FIRST QUALITY PEST CONTROL,18159 PARTHENIA ST,NORTHRIDGE,CA,91325,1/1/2015,12/31/2016,LOS ANGELES
PCM,31457,VIEIRA CUSTOM SPRAYING,384 MITCHELL AVE,TULARE,CA,93274,1/1/2016,12/31/2017,TULARE
PCM,31459,AAI PEST CONTROL,PO BOX 586,SALIDA,CA,95368,1/1/2015,12/31/2016,STANISLAUS
PCM,31460,GARDENERS FRIEND INC.,605 REDWOOD AVE N,SAND CITY,CA,93955,1/15/2015,12/31/2016,MONTEREY
PCM,31465,MADRONE VINEYARD MANAGEMENT,19368 ORANGE AVE,SONOMA,CA,95476,1/1/2016,12/31/2017,SONOMA
PCM,31469,GILLESPIE AG SERVICE,15301 ROAD 192,PORTERVILLE,CA,93257,1/1/2015,12/31/2016,TULARE
PCM,31471,DESERT WEED CONTROL,PO BOX 6270,GOODYEAR,CA,92243,1/1/2015,12/31/2016,IMPERIAL
PCM,31475,GLESS RANCH,1441 RAVENSWOOD LN,RIVERSIDE,CA,92506,1/1/2015,12/31/2016,RIVERSIDE
PCM,31476,C & D TERMITE & PEST CONTROL,PO BOX 1643,JOSHUA TREE,CA,92252,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,31482,GOPHER CONTROL SERVICE SANTA CRUZ,3650 VIENNA DR,APTOS,CA,95003,1/1/2015,12/31/2016,SANTA CRUZ
PCM,31484,RUSSELL AURIA PEST CONTROL SERVICES,PO BOX 265,SEASIDE,CA,95004,1/1/2016,12/31/2017,MONTEREY
PCM,31494,RICE VALLEY SPRAYERS INC.,PO BOX 106,BIGGS,CA,95917,1/29/2016,12/31/2017,BUTTE
PCM,31496,GROULEFF AVIATION INC.,PO BOX 266,SAN JOAQUIN,CA,93660,1/1/2015,12/31/2016,FRESNO
PCM,31497,STANISLAUS FARM SUPPLY,624 E SERVICE RD,MODESTO,CA,95358,1/1/2016,12/31/2017,STANISLAUS
PCM,31498,DIXON AVIATION,6711 RIO-DIXON RD,DIXON,CA,95620,1/1/2015,12/31/2016,SOLANO
PCM,31499,GROVER LANDSCAPE SERVICES INC.,6224 STODDARD RD,MODESTO,CA,95356,1/1/2015,12/31/2016,STANISLAUS
PCM,31501,GUADAGNI JAMES E.,1465 E LEXINGTON AVE #17C,EL CAJON,CA,92019,1/1/2015,12/31/2016,SAN DIEGO
PCM,31502,GUARDIAN PEST CONTROL,1112 N MAIN ST PMB 347,MANTECA,CA,95337,1/1/2015,12/31/2016,SAN JOAQUIN
PCM,31507,HALEY FLYING SERVICE INC.,PO BOX 1049,TRACY,CA,95304,1/1/2015,12/31/2016,SAN JOAQUIN
PCM,31512,ATMAR LANDSCAPE SERVICES INC.,120 GLEN WAY #3,SAN CARLOS,CA,94070,1/1/2015,12/31/2016,SAN MATEO
PCM,31513,SLF AG TECH,1320 S FILBERT RD,EXETER,CA,93221,1/1/2016,12/31/2017,TULARE
PCM,31514,LAGOMARSINO FARMING LLC,222 N GARDEN ST STE 400,VISALIA,CA,93291,1/1/2015,12/31/2016,TULARE
PCM,31515,JIM HAMILTON AG APPLICATIONS,7416 PEZZI LN,STOCKTON,CA,95215,1/1/2015,12/31/2016,SAN JOAQUIN
PCM,31516,HAMILTON SERVICE,PO BOX 759,LINDEN,CA,95215,1/1/2015,12/31/2016,SAN JOAQUIN
PCM,31520,REYNOLDS HORTICULTURAL CONTROL INC,5987 AMARILLO AVE,LA MESA,CA,91942,1/1/2016,12/31/2017,SAN DIEGO
PCM,31522,HANSEN PEST CONTROL INC.,1513 LOS ANGELES  AVE,FILLMORE,CA,93015,1/1/2015,12/31/2016,VENTURA
PCM,31523,HANSON PEST CONTROL INC.,7804 BROADWAY,WHITTIER,CA,90606,1/1/2015,12/31/2016,LOS ANGELES
